# break_thresholds=0.100000,0.200000,0.300000,0.400000,0.500000
side_scale,threshold,break_time_or_T,max_rel_change,break_pair
1.07755102,0.200000,30.18400000,0.96286543,0-1
1.07755102,0.300000,30.41200000,0.96286543,0-1
1.07755102,0.400000,30.57600000,0.96286543,0-1
1.07755102,0.500000,30.74800000,0.96286543,0-1
1.08027211,0.100000,0.42400000,1.06937621,0-3
1.08027211,0.200000,29.72200000,1.06937621,0-1
1.08027211,0.300000,30.33600000,1.06937621,0-1
1.08027211,0.400000,30.48600000,1.06937621,0-1
1.08027211,0.500000,30.59600000,1.06937621,0-1
1.08299320,0.100000,0.42000000,9.72963886,2-3
1.08299320,0.200000,29.79000000,9.72963886,1-2
1.08299320,0.300000,30.04600000,9.72963886,1-2
1.08299320,0.400000,30.37600000,9.72963886,1-2
1.08299320,0.500000,30.49200000,9.72963886,1-2
1.08571429,0.100000,0.41600000,1.08634960,0-3
1.08571429,0.200000,30.91400000,1.08634960,1-2
1.08571429,0.300000,31.46400000,1.08634960,1-2
1.08571429,0.400000,31.63400000,1.08634960,1-2
1.08571429,0.500000,31.74600000,1.08634960,1-2
1.08843537,0.100000,0.41400000,1.34426881,2-3
1.08843537,0.200000,31.10600000,1.34426881,0-1
1.08843537,0.300000,31.73000000,1.34426881,0-1
1.08843537,0.400000,31.88600000,1.34426881,0-1
1.08843537,0.500000,31.99600000,1.34426881,0-1
1.09115646,0.100000,0.41200000,1.66734285,0-3
1.09115646,0.200000,31.34400000,1.66734285,0-2
1.09115646,0.300000,32.13000000,1.66734285,0-2
1.09115646,0.400000,32.29000000,1.66734285,0-2
1.09115646,0.500000,32.43400000,1.66734285,0-2
1.09387755,0.100000,0.41000000,1.41558900,2-3
1.09387755,0.200000,31.33000000,1.41558900,0-1
1.09387755,0.300000,31.52000000,1.41558900,0-1
1.09387755,0.400000,31.80200000,1.41558900,0-1
1.09387755,0.500000,31.96200000,1.41558900,0-1
1.09659864,0.100000,0.40800000,1.21691179,2-3
1.09659864,0.200000,32.52000000,1.21691179,0-1
1.09659864,0.300000,33.12600000,1.21691179,0-1
1.09659864,0.400000,33.27400000,1.21691179,0-1
1.09659864,0.500000,33.37600000,1.21691179,0-1
1.09931973,0.100000,0.40600000,4.46231814,2-3
1.09931973,0.200000,29.87600000,4.46231814,1-2
1.09931973,0.300000,30.08800000,4.46231814,1-2
1.09931973,0.400000,30.46600000,4.46231814,1-2
1.09931973,0.500000,30.58800000,4.46231814,1-2
1.10204082,0.100000,0.40600000,1.36252724,2-3
1.10204082,0.200000,30.05800000,1.36252724,1-2
1.10204082,0.300000,30.27600000,1.36252724,1-2
1.10204082,0.400000,30.66800000,1.36252724,1-2
1.10204082,0.500000,30.78800000,1.36252724,1-2
1.10476190,0.100000,0.40600000,0.99850447,0-3
1.10476190,0.200000,30.28200000,0.99850447,0-1
1.10476190,0.300000,30.87200000,0.99850447,0-1
1.10476190,0.400000,31.03200000,0.99850447,0-1
1.10476190,0.500000,31.13400000,0.99850447,0-1
1.10748299,0.100000,0.40400000,1.23185887,0-3
1.10748299,0.200000,30.50600000,1.23185887,0-2
1.10748299,0.300000,31.16800000,1.23185887,0-2
1.10748299,0.400000,31.34000000,1.23185887,0-2
1.10748299,0.500000,31.45600000,1.23185887,0-2
1.11020408,0.100000,0.40400000,2.88981068,2-3
1.11020408,0.200000,31.57400000,2.88981068,0-1
1.11020408,0.300000,32.02200000,2.88981068,0-1
1.11020408,0.400000,32.27400000,2.88981068,0-1
1.11020408,0.500000,32.38600000,2.88981068,0-1
1.11292517,0.100000,0.40400000,15.16642300,2-3
1.11292517,0.200000,29.93800000,15.16642300,1-2
1.11292517,0.300000,30.73400000,15.16642300,1-2
1.11292517,0.400000,30.87000000,15.16642300,1-2
1.11292517,0.500000,31.00000000,15.16642300,1-2
1.11564626,0.100000,0.40400000,1.10168042,2-3
1.11564626,0.200000,30.21200000,1.10168042,0-1
1.11564626,0.300000,31.19600000,1.10168042,0-1
1.11564626,0.400000,31.46400000,1.10168042,0-1
1.11564626,0.500000,31.67800000,1.10168042,0-1
1.11836735,0.100000,0.40400000,1.19043181,0-3
1.11836735,0.200000,29.41200000,1.19043181,0-1
1.11836735,0.300000,30.38000000,1.19043181,0-1
1.11836735,0.400000,30.57600000,1.19043181,0-1
1.11836735,0.500000,30.76400000,1.19043181,0-1
1.12108844,0.100000,0.40400000,1.11325364,0-3
1.12108844,0.200000,29.55400000,1.11325364,0-1
1.12108844,0.300000,30.43400000,1.11325364,0-1
1.12108844,0.400000,30.58800000,1.11325364,0-1
1.12108844,0.500000,30.71800000,1.11325364,0-1
1.12380952,0.100000,0.40400000,21.57392527,0-3
1.12380952,0.200000,30.67200000,21.57392527,0-1
1.12380952,0.300000,31.19400000,21.57392527,0-1
1.12380952,0.400000,31.48400000,21.57392527,0-1
1.12380952,0.500000,31.62800000,21.57392527,0-1
1.12653061,0.100000,0.40600000,1.75295739,0-3
1.12653061,0.200000,29.95000000,1.75295739,0-1
1.12653061,0.300000,30.92200000,1.75295739,0-1
1.12653061,0.400000,31.20000000,1.75295739,0-1
1.12653061,0.500000,31.40600000,1.75295739,0-1
1.12925170,0.100000,0.40600000,13.39946513,0-3
1.12925170,0.200000,29.08400000,13.39946513,1-2
1.12925170,0.300000,29.87400000,13.39946513,1-2
1.12925170,0.400000,30.01000000,13.39946513,1-2
1.12925170,0.500000,30.13000000,13.39946513,1-2
1.13197279,0.100000,0.40600000,11.83157125,2-3
1.13197279,0.200000,28.35000000,11.83157125,1-2
1.13197279,0.300000,29.38000000,11.83157125,1-2
1.13197279,0.400000,29.75600000,11.83157125,1-2
1.13197279,0.500000,29.91200000,11.83157125,1-2
1.13469388,0.100000,0.40800000,1.54891861,0-3
1.13469388,0.200000,28.50800000,1.54891861,0-1
1.13469388,0.300000,29.43600000,1.54891861,0-1
1.13469388,0.400000,29.60000000,1.54891861,0-1
1.13469388,0.500000,29.73200000,1.54891861,0-1
1.13741497,0.100000,0.40800000,1.79195581,2-3
1.13741497,0.200000,27.75400000,1.79195581,1-2
1.13741497,0.300000,29.48400000,1.79195581,1-2
1.13741497,0.400000,29.62400000,1.79195581,1-2
1.13741497,0.500000,29.76200000,1.79195581,1-2
1.14013605,0.100000,0.41000000,2.21125383,0-3
1.14013605,0.200000,28.90000000,2.21125383,0-1
1.14013605,0.300000,29.89800000,2.21125383,0-1
1.14013605,0.400000,30.06800000,2.21125383,0-1
1.14013605,0.500000,30.21400000,2.21125383,0-1
1.14285714,0.100000,0.41000000,11.30149766,1-3
1.14285714,0.200000,28.09200000,11.30149766,1-2
1.14285714,0.300000,29.63400000,11.30149766,1-2
1.14285714,0.400000,29.84200000,11.30149766,1-2
1.14285714,0.500000,29.95200000,11.30149766,1-2
1.14557823,0.100000,0.41200000,1.06547458,1-3
1.14557823,0.200000,27.28800000,1.06547458,1-2
1.14557823,0.300000,29.30600000,1.06547458,1-2
1.14557823,0.400000,29.55000000,1.06547458,1-2
1.14557823,0.500000,29.73600000,1.06547458,1-2
1.14829932,0.100000,0.41400000,1.70851704,0-3
1.14829932,0.200000,26.44600000,1.70851704,0-1
1.14829932,0.300000,28.58800000,1.70851704,0-1
1.14829932,0.400000,28.96400000,1.70851704,0-1
1.14829932,0.500000,29.14600000,1.70851704,0-1
1.15102041,0.100000,0.41600000,1.81750617,0-3
1.15102041,0.200000,26.61800000,1.81750617,0-1
1.15102041,0.300000,28.82400000,1.81750617,0-1
1.15102041,0.400000,29.32000000,1.81750617,0-1
1.15102041,0.500000,29.48800000,1.81750617,0-1
1.15374150,0.100000,0.41600000,29.26718505,2-3
1.15374150,0.200000,25.74800000,29.26718505,0-2
1.15374150,0.300000,28.64800000,29.26718505,0-2
1.15374150,0.400000,28.82800000,29.26718505,0-2
1.15374150,0.500000,28.97600000,29.26718505,0-2
1.15646259,0.100000,0.41800000,4.37867026,0-3
1.15646259,0.200000,0.60400000,4.37867026,2-3
1.15646259,0.300000,27.95200000,4.37867026,0-1
1.15646259,0.400000,28.24400000,4.37867026,0-1
1.15646259,0.500000,28.36400000,4.37867026,0-1
1.15918367,0.100000,0.42000000,1.76172939,0-3
1.15918367,0.200000,0.59200000,1.76172939,2-3
1.15918367,0.300000,27.32400000,1.76172939,0-1
1.15918367,0.400000,27.83400000,1.76172939,0-1
1.15918367,0.500000,27.99000000,1.76172939,0-1
1.16190476,0.100000,0.42200000,1.68280970,0-3
1.16190476,0.200000,0.58800000,1.68280970,2-3
1.16190476,0.300000,27.44600000,1.68280970,0-1
1.16190476,0.400000,27.65000000,1.68280970,0-1
1.16190476,0.500000,27.76400000,1.68280970,0-1
1.16462585,0.100000,0.42400000,1.87148903,1-3
1.16462585,0.200000,0.58400000,1.87148903,2-3
1.16462585,0.300000,28.45400000,1.87148903,1-2
1.16462585,0.400000,28.62400000,1.87148903,1-2
1.16462585,0.500000,28.75200000,1.87148903,1-2
1.16734694,0.100000,0.42600000,19.92072728,0-3
1.16734694,0.200000,0.58400000,19.92072728,0-3
1.16734694,0.300000,27.48800000,19.92072728,2-3
1.16734694,0.400000,28.28000000,19.92072728,0-1
1.16734694,0.500000,28.44400000,19.92072728,0-1
1.17006803,0.100000,0.42800000,12.80744823,1-3
1.17006803,0.200000,0.58200000,12.80744823,0-3
1.17006803,0.300000,26.53600000,12.80744823,1-3
1.17006803,0.400000,27.50200000,12.80744823,0-2
1.17006803,0.500000,27.65800000,12.80744823,0-2
1.17278912,0.100000,0.43000000,10.40387963,1-3
1.17278912,0.200000,0.58200000,10.40387963,0-3
1.17278912,0.300000,26.43600000,10.40387963,1-2
1.17278912,0.400000,26.63400000,10.40387963,1-2
1.17278912,0.500000,26.91000000,10.40387963,1-2
1.17551020,0.100000,0.43200000,17.00021740,0-3
1.17551020,0.200000,0.58400000,17.00021740,1-3
1.17551020,0.300000,26.80800000,17.00021740,0-1
1.17551020,0.400000,27.11400000,17.00021740,0-1
1.17551020,0.500000,27.28600000,17.00021740,0-1
1.17823129,0.100000,0.43400000,15.89533379,1-3
1.17823129,0.200000,0.58400000,15.89533379,0-3
1.17823129,0.300000,24.82600000,15.89533379,0-3
1.17823129,0.400000,26.29400000,15.89533379,1-2
1.17823129,0.500000,26.40400000,15.89533379,1-2
1.18095238,0.100000,0.43800000,3.53276537,1-3
1.18095238,0.200000,0.58400000,3.53276537,0-3
1.18095238,0.300000,24.77200000,3.53276537,0-1
1.18095238,0.400000,25.23000000,3.53276537,0-1
1.18095238,0.500000,25.41200000,3.53276537,0-1
1.18367347,0.100000,0.44000000,1.61898507,0-3
1.18367347,0.200000,0.58600000,1.61898507,0-3
1.18367347,0.300000,23.97800000,1.61898507,2-3
1.18367347,0.400000,24.13000000,1.61898507,2-3
1.18367347,0.500000,24.71400000,1.61898507,2-3
1.18639456,0.100000,0.44200000,14.79912569,0-3
1.18639456,0.200000,0.58800000,14.79912569,0-3
1.18639456,0.300000,24.32600000,14.79912569,0-2
1.18639456,0.400000,24.66600000,14.79912569,0-2
1.18639456,0.500000,24.83600000,14.79912569,0-2
1.18911565,0.100000,0.44400000,18.91052311,0-3
1.18911565,0.200000,0.59000000,18.91052311,0-3
1.18911565,0.300000,25.91000000,18.91052311,0-1
1.18911565,0.400000,26.15800000,18.91052311,0-1
1.18911565,0.500000,26.35000000,18.91052311,0-1
1.19183673,0.100000,0.44800000,8.99454248,0-3
1.19183673,0.200000,0.59000000,8.99454248,1-3
1.19183673,0.300000,24.77400000,8.99454248,1-2
1.19183673,0.400000,25.00400000,8.99454248,1-2
1.19183673,0.500000,25.13800000,8.99454248,1-2
1.19455782,0.100000,0.45000000,13.88530756,1-3
1.19455782,0.200000,0.59200000,13.88530756,2-3
1.19455782,0.300000,24.49200000,13.88530756,0-2
1.19455782,0.400000,24.95800000,13.88530756,0-2
1.19455782,0.500000,25.21000000,13.88530756,0-2
1.19727891,0.100000,0.45200000,26.98010028,1-3
1.19727891,0.200000,0.59600000,26.98010028,1-3
1.19727891,0.300000,21.20600000,26.98010028,0-3
1.19727891,0.400000,21.33200000,26.98010028,0-3
1.19727891,0.500000,21.45000000,26.98010028,0-3
1.20000000,0.100000,0.45600000,34.57858327,1-3
1.20000000,0.200000,0.59800000,34.57858327,1-3
1.20000000,0.300000,20.30400000,34.57858327,0-3
1.20000000,0.400000,20.45800000,34.57858327,0-3
1.20000000,0.500000,21.12400000,34.57858327,0-3
1.20272109,0.100000,0.45800000,19.32152651,1-3
1.20272109,0.200000,0.60000000,19.32152651,0-3
1.20272109,0.300000,21.74600000,19.32152651,0-3
1.20272109,0.400000,23.92400000,19.32152651,1-2
1.20272109,0.500000,24.06800000,19.32152651,1-2
1.20544218,0.100000,0.46200000,44.04821889,0-3
1.20544218,0.200000,0.60200000,44.04821889,0-3
1.20544218,0.300000,20.66800000,44.04821889,2-3
1.20544218,0.400000,22.09600000,44.04821889,0-1
1.20544218,0.500000,22.25200000,44.04821889,0-1
1.20816327,0.100000,0.46400000,30.56208131,1-3
1.20816327,0.200000,0.60600000,30.56208131,0-3
1.20816327,0.300000,20.59000000,30.56208131,0-3
1.20816327,0.400000,20.70200000,30.56208131,0-3
1.20816327,0.500000,20.81000000,30.56208131,0-3
1.21088435,0.100000,0.46800000,26.77328739,0-3
1.21088435,0.200000,0.60800000,26.77328739,0-3
1.21088435,0.300000,19.53400000,26.77328739,2-3
1.21088435,0.400000,19.67600000,26.77328739,2-3
1.21088435,0.500000,19.80400000,26.77328739,2-3
1.21360544,0.100000,0.47000000,8.62201343,1-3
1.21360544,0.200000,0.61200000,8.62201343,2-3
1.21360544,0.300000,18.56000000,8.62201343,0-3
1.21360544,0.400000,18.68800000,8.62201343,0-3
1.21360544,0.500000,19.09000000,8.62201343,0-3
1.21632653,0.100000,0.47400000,25.81981106,0-3
1.21632653,0.200000,0.61400000,25.81981106,0-3
1.21632653,0.300000,21.27400000,25.81981106,0-2
1.21632653,0.400000,21.68800000,25.81981106,0-2
1.21632653,0.500000,21.85000000,25.81981106,0-2
1.21904762,0.100000,0.47800000,28.62821572,1-3
1.21904762,0.200000,0.61800000,28.62821572,1-3
1.21904762,0.300000,19.03200000,28.62821572,2-3
1.21904762,0.400000,20.48400000,28.62821572,0-1
1.21904762,0.500000,20.61400000,28.62821572,0-1
1.22176871,0.100000,0.48000000,40.86853346,1-3
1.22176871,0.200000,0.62000000,40.86853346,1-3
1.22176871,0.300000,17.52800000,40.86853346,0-3
1.22176871,0.400000,17.63600000,40.86853346,0-3
1.22176871,0.500000,17.73800000,40.86853346,0-3
1.22448980,0.100000,0.48400000,26.80449750,1-3
1.22448980,0.200000,0.62400000,26.80449750,1-3
1.22448980,0.300000,17.74800000,26.80449750,0-3
1.22448980,0.400000,17.85800000,26.80449750,0-3
1.22448980,0.500000,17.96800000,26.80449750,0-3
1.22721088,0.100000,0.48800000,36.25654350,1-3
1.22721088,0.200000,0.62800000,36.25654350,1-3
1.22721088,0.300000,17.80400000,36.25654350,0-3
1.22721088,0.400000,17.92600000,36.25654350,0-3
1.22721088,0.500000,18.04200000,36.25654350,0-3
1.22993197,0.100000,0.49000000,36.59736840,0-3
1.22993197,0.200000,0.63200000,36.59736840,0-3
1.22993197,0.300000,17.95600000,36.59736840,0-3
1.22993197,0.400000,18.06600000,36.59736840,0-3
1.22993197,0.500000,18.16800000,36.59736840,0-3
1.23265306,0.100000,0.49400000,26.48519111,0-3
1.23265306,0.200000,0.63400000,26.48519111,0-3
1.23265306,0.300000,18.91800000,26.48519111,1-3
1.23265306,0.400000,19.03400000,26.48519111,1-3
1.23265306,0.500000,19.18000000,26.48519111,1-3
1.23537415,0.100000,0.49800000,40.91085485,0-3
1.23537415,0.200000,0.63800000,40.91085485,0-3
1.23537415,0.300000,16.85400000,40.91085485,2-3
1.23537415,0.400000,16.96600000,40.91085485,2-3
1.23537415,0.500000,17.07400000,40.91085485,2-3
1.23809524,0.100000,0.50200000,20.17612770,1-3
1.23809524,0.200000,0.64200000,20.17612770,1-3
1.23809524,0.300000,17.33600000,20.17612770,0-3
1.23809524,0.400000,17.80000000,20.17612770,0-3
1.23809524,0.500000,19.06400000,20.17612770,0-1
1.24081633,0.100000,0.50600000,40.07302904,0-3
1.24081633,0.200000,0.64600000,40.07302904,0-3
1.24081633,0.300000,17.14200000,40.07302904,1-3
1.24081633,0.400000,17.24000000,40.07302904,1-3
1.24081633,0.500000,17.33400000,40.07302904,1-3
1.24353741,0.100000,0.50800000,42.85344503,1-3
1.24353741,0.200000,0.65000000,42.85344503,1-3
1.24353741,0.300000,15.88200000,42.85344503,0-3
1.24353741,0.400000,15.98800000,42.85344503,0-3
1.24353741,0.500000,16.09400000,42.85344503,0-3
1.24625850,0.100000,0.51200000,37.98146485,1-3
1.24625850,0.200000,0.65400000,37.98146485,1-3
1.24625850,0.300000,18.41800000,37.98146485,0-2
1.24625850,0.400000,18.57000000,37.98146485,0-2
1.24625850,0.500000,18.96800000,37.98146485,0-2
1.24897959,0.100000,0.51600000,18.30552098,0-3
1.24897959,0.200000,0.65800000,18.30552098,0-3
1.24897959,0.300000,18.42200000,18.30552098,1-2
1.24897959,0.400000,18.57200000,18.30552098,1-2
1.24897959,0.500000,18.80000000,18.30552098,1-2
1.25170068,0.100000,0.52000000,31.45140168,0-3
1.25170068,0.200000,0.66400000,31.45140168,0-3
1.25170068,0.300000,16.37800000,31.45140168,0-3
1.25170068,0.400000,16.50400000,31.45140168,0-3
1.25170068,0.500000,16.62800000,31.45140168,0-3
1.25442177,0.100000,0.52400000,25.65957992,1-3
1.25442177,0.200000,0.66800000,25.65957992,1-3
1.25442177,0.300000,15.26600000,25.65957992,0-3
1.25442177,0.400000,15.39600000,25.65957992,0-3
1.25442177,0.500000,15.81000000,25.65957992,0-3
1.25714286,0.100000,0.52800000,11.08617795,1-3
1.25714286,0.200000,0.67200000,11.08617795,1-3
1.25714286,0.300000,15.31000000,11.08617795,0-3
1.25714286,0.400000,15.48000000,11.08617795,0-3
1.25714286,0.500000,15.67600000,11.08617795,0-3
1.25986395,0.100000,0.53200000,51.37265135,1-3
1.25986395,0.200000,0.67600000,51.37265135,1-3
1.25986395,0.300000,14.66200000,51.37265135,0-3
1.25986395,0.400000,15.26200000,51.37265135,0-3
1.25986395,0.500000,15.34800000,51.37265135,0-3
1.26258503,0.100000,0.53600000,30.82812574,1-3
1.26258503,0.200000,0.68000000,30.82812574,1-3
1.26258503,0.300000,15.30400000,30.82812574,0-3
1.26258503,0.400000,15.41800000,30.82812574,0-3
1.26258503,0.500000,15.54000000,30.82812574,0-3
1.26530612,0.100000,0.54200000,13.67698206,1-3
1.26530612,0.200000,0.68600000,13.67698206,1-3
1.26530612,0.300000,16.24400000,13.67698206,2-3
1.26530612,0.400000,17.15800000,13.67698206,1-3
1.26530612,0.500000,17.27000000,13.67698206,1-3
1.26802721,0.100000,0.54600000,48.61387465,1-3
1.26802721,0.200000,0.69000000,48.61387465,1-3
1.26802721,0.300000,14.34600000,48.61387465,0-3
1.26802721,0.400000,14.48400000,48.61387465,0-3
1.26802721,0.500000,15.01800000,48.61387465,0-3
1.27074830,0.100000,0.55000000,22.91167547,0-3
1.27074830,0.200000,0.69600000,22.91167547,0-3
1.27074830,0.300000,15.93400000,22.91167547,1-3
1.27074830,0.400000,16.89200000,22.91167547,1-3
1.27074830,0.500000,17.05200000,22.91167547,1-3
1.27346939,0.100000,0.55400000,25.00277939,0-3
1.27346939,0.200000,0.70000000,25.00277939,0-3
1.27346939,0.300000,13.65000000,25.00277939,2-3
1.27346939,0.400000,14.49200000,25.00277939,2-3
1.27346939,0.500000,14.60000000,25.00277939,2-3
1.27619048,0.100000,0.55800000,22.85527044,0-3
1.27619048,0.200000,0.70400000,22.85527044,0-3
1.27619048,0.300000,17.37400000,22.85527044,0-2
1.27619048,0.400000,17.53000000,22.85527044,0-2
1.27619048,0.500000,17.84200000,22.85527044,0-2
1.27891156,0.100000,0.56200000,25.60175121,0-3
1.27891156,0.200000,0.71000000,25.60175121,0-3
1.27891156,0.300000,13.82400000,25.60175121,1-3
1.27891156,0.400000,14.67400000,25.60175121,1-3
1.27891156,0.500000,14.78000000,25.60175121,1-3
1.28163265,0.100000,0.56800000,21.50420717,0-3
1.28163265,0.200000,0.71600000,21.50420717,1-3
1.28163265,0.300000,13.91800000,21.50420717,2-3
1.28163265,0.400000,16.26200000,21.50420717,0-1
1.28163265,0.500000,16.64800000,21.50420717,0-1
1.28435374,0.100000,0.57200000,44.75973627,0-3
1.28435374,0.200000,0.72000000,44.75973627,0-3
1.28435374,0.300000,14.17400000,44.75973627,2-3
1.28435374,0.400000,17.12200000,44.75973627,0-1
1.28435374,0.500000,17.41800000,44.75973627,0-1
1.28707483,0.100000,0.57600000,40.98538801,1-3
1.28707483,0.200000,0.72600000,40.98538801,1-3
1.28707483,0.300000,12.61400000,40.98538801,0-3
1.28707483,0.400000,16.46400000,40.98538801,0-1
1.28707483,0.500000,16.65200000,40.98538801,0-1
1.28979592,0.100000,0.58200000,28.89594813,0-3
1.28979592,0.200000,0.73000000,28.89594813,0-3
1.28979592,0.300000,12.69800000,28.89594813,1-3
1.28979592,0.400000,18.45200000,28.89594813,0-2
1.28979592,0.500000,18.64200000,28.89594813,0-2
1.29251701,0.100000,0.58600000,57.80911030,1-3
1.29251701,0.200000,0.73600000,57.80911030,1-3
1.29251701,0.300000,12.78000000,57.80911030,0-3
1.29251701,0.400000,13.93200000,57.80911030,0-3
1.29251701,0.500000,14.73600000,57.80911030,0-3
1.29523810,0.100000,0.59200000,7.75066126,0-3
1.29523810,0.200000,0.74200000,7.75066126,0-3
1.29523810,0.300000,0.90200000,7.75066126,2-3
1.29523810,0.400000,13.92000000,7.75066126,2-3
1.29523810,0.500000,14.18600000,7.75066126,2-3
1.29795918,0.100000,0.59600000,58.33922655,1-3
1.29795918,0.200000,0.74800000,58.33922655,1-3
1.29795918,0.300000,0.89600000,58.33922655,0-3
1.29795918,0.400000,13.54400000,58.33922655,0-3
1.29795918,0.500000,13.62600000,58.33922655,0-3
1.30068027,0.100000,0.60000000,42.75954253,0-3
1.30068027,0.200000,0.75200000,42.75954253,0-3
1.30068027,0.300000,0.89600000,42.75954253,2-3
1.30068027,0.400000,13.78400000,42.75954253,2-3
1.30068027,0.500000,13.88800000,42.75954253,2-3
1.30340136,0.100000,0.60600000,35.66533026,0-3
1.30340136,0.200000,0.75800000,35.66533026,0-3
1.30340136,0.300000,0.90000000,35.66533026,2-3
1.30340136,0.400000,13.94400000,35.66533026,2-3
1.30340136,0.500000,14.09200000,35.66533026,2-3
1.30612245,0.100000,0.61200000,33.71940494,0-3
1.30612245,0.200000,0.76400000,33.71940494,0-3
1.30612245,0.300000,0.90200000,33.71940494,2-3
1.30612245,0.400000,14.10600000,33.71940494,2-3
1.30612245,0.500000,14.22400000,33.71940494,2-3
1.30884354,0.100000,0.61600000,39.50394209,0-3
1.30884354,0.200000,0.77000000,39.50394209,0-3
1.30884354,0.300000,0.90600000,39.50394209,1-3
1.30884354,0.400000,16.14800000,39.50394209,0-2
1.30884354,0.500000,16.34600000,39.50394209,0-2
1.31156463,0.100000,0.62200000,32.70794351,1-3
1.31156463,0.200000,0.77600000,32.70794351,1-3
1.31156463,0.300000,0.91000000,32.70794351,0-3
1.31156463,0.400000,15.42400000,32.70794351,0-1
1.31156463,0.500000,15.60800000,32.70794351,0-1
1.31428571,0.100000,0.62600000,34.07530860,0-3
1.31428571,0.200000,0.78200000,34.07530860,1-3
1.31428571,0.300000,0.91600000,34.07530860,2-3
1.31428571,0.400000,14.12800000,34.07530860,2-3
1.31428571,0.500000,14.24200000,34.07530860,2-3
1.31700680,0.100000,0.63200000,22.16085365,1-3
1.31700680,0.200000,0.78800000,22.16085365,1-3
1.31700680,0.300000,0.92000000,22.16085365,0-3
1.31700680,0.400000,12.99400000,22.16085365,0-3
1.31700680,0.500000,13.48400000,22.16085365,0-3
1.31972789,0.100000,0.63800000,45.13770336,1-3
1.31972789,0.200000,0.79400000,45.13770336,1-3
1.31972789,0.300000,0.92600000,45.13770336,1-3
1.31972789,0.400000,12.55600000,45.13770336,1-2
1.31972789,0.500000,12.73200000,45.13770336,1-2
1.32244898,0.100000,0.64200000,18.26714014,1-3
1.32244898,0.200000,0.80000000,18.26714014,1-3
1.32244898,0.300000,0.93000000,18.26714014,1-3
1.32244898,0.400000,12.85600000,18.26714014,0-3
1.32244898,0.500000,12.97200000,18.26714014,0-3
1.32517007,0.100000,0.64800000,78.70485686,0-3
1.32517007,0.200000,0.80600000,78.70485686,0-3
1.32517007,0.300000,0.93600000,78.70485686,0-3
1.32517007,0.400000,12.44200000,78.70485686,0-1
1.32517007,0.500000,12.58200000,78.70485686,0-1
1.32789116,0.100000,0.65400000,20.36957343,1-3
1.32789116,0.200000,0.81400000,20.36957343,1-3
1.32789116,0.300000,0.94200000,20.36957343,1-3
1.32789116,0.400000,10.13000000,20.36957343,1-2
1.32789116,0.500000,10.49000000,20.36957343,1-2
1.33061224,0.100000,0.66000000,56.21692698,0-3
1.33061224,0.200000,0.82000000,56.21692698,0-3
1.33061224,0.300000,0.94800000,56.21692698,0-3
1.33061224,0.400000,9.90200000,56.21692698,0-1
1.33061224,0.500000,10.03800000,56.21692698,0-1
1.33333333,0.100000,0.66600000,38.27356759,1-3
1.33333333,0.200000,0.82600000,38.27356759,1-3
1.33333333,0.300000,0.95400000,38.27356759,1-3
1.33333333,0.400000,9.72600000,38.27356759,1-2
1.33333333,0.500000,9.87600000,38.27356759,1-2
1.33605442,0.100000,0.67200000,10.99808865,0-3
1.33605442,0.200000,0.83200000,10.99808865,0-3
1.33605442,0.300000,0.96000000,10.99808865,0-3
1.33605442,0.400000,9.63600000,10.99808865,0-1
1.33605442,0.500000,9.79000000,10.99808865,0-1
1.33877551,0.100000,0.67600000,23.49065810,1-3
1.33877551,0.200000,0.84000000,23.49065810,1-3
1.33877551,0.300000,0.96600000,23.49065810,1-3
1.33877551,0.400000,9.62000000,23.49065810,1-2
1.33877551,0.500000,9.77400000,23.49065810,1-2
1.34149660,0.100000,0.68200000,35.67423774,1-3
1.34149660,0.200000,0.84600000,35.67423774,1-3
1.34149660,0.300000,0.97200000,35.67423774,1-3
1.34149660,0.400000,9.67400000,35.67423774,0-1
1.34149660,0.500000,9.82600000,35.67423774,0-1
1.34421769,0.100000,0.68800000,68.70764516,1-3
1.34421769,0.200000,0.85200000,68.70764516,1-3
1.34421769,0.300000,0.98000000,68.70764516,1-3
1.34421769,0.400000,9.80800000,68.70764516,1-2
1.34421769,0.500000,9.95600000,68.70764516,1-2
1.34693878,0.100000,0.69400000,65.10554493,1-3
1.34693878,0.200000,0.86000000,65.10554493,1-3
1.34693878,0.300000,0.98600000,65.10554493,1-3
1.34693878,0.400000,10.04600000,65.10554493,1-2
1.34693878,0.500000,10.18200000,65.10554493,1-2
1.34965986,0.100000,0.70200000,31.38972030,1-3
1.34965986,0.200000,0.86600000,31.38972030,1-3
1.34965986,0.300000,0.99400000,31.38972030,1-3
1.34965986,0.400000,10.37200000,31.38972030,0-1
1.34965986,0.500000,10.71000000,31.38972030,0-1
1.35238095,0.100000,0.70800000,42.45238033,0-3
1.35238095,0.200000,0.87400000,42.45238033,0-3
1.35238095,0.300000,1.00000000,42.45238033,0-3
1.35238095,0.400000,13.50200000,42.45238033,0-1
1.35238095,0.500000,13.69200000,42.45238033,0-1
1.35510204,0.100000,0.71400000,9.79198925,1-3
1.35510204,0.200000,0.88000000,9.79198925,1-3
1.35510204,0.300000,1.00800000,9.79198925,1-3
1.35510204,0.400000,13.33800000,9.79198925,2-3
1.35510204,0.500000,13.67000000,9.79198925,2-3
1.35782313,0.100000,0.72000000,31.09387551,0-3
1.35782313,0.200000,0.88800000,31.09387551,0-3
